gene_id,gene_symbol,gene_name,species
46790,AGAP3,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 3",Human
46791,AGAP4,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 4",Human
46792,AGAP5,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 5",Human
46793,AGAP6,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 6",Human
46794,AGAP7P,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 7, pseudogene",Human
46796,AGAP9,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 9",Human
46798,AGAP10P,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 10, pseudogene",Human
46799,AGAP11,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 11",Human
46800,AGAP12P,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 12, pseudogene",Human
46801,AGAP13P,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 13, pseudogene",Human
46802,AGAP14P,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 14, pseudogene",Human
46803,AGBL1,ATP/GTP binding protein like 1,Human
46804,AGBL1-AS1,AGBL1 antisense RNA 1,Human
46805,AGBL2,ATP/GTP binding protein like 2,Human
46806,AGBL3,ATP/GTP binding protein like 3,Human
46807,AGBL4,ATP/GTP binding protein like 4,Human
46809,AGBL5,ATP/GTP binding protein like 5,Human
46810,AGBL5-AS1,AGBL5 antisense RNA 1,Human
46811,AGBL5-IT1,AGBL5 intronic transcript 1,Human
46812,AGER,advanced glycosylation end-product specific receptor,Human
46813,AGFG1,ArfGAP with FG repeats 1,Human
46814,AGFG2,ArfGAP with FG repeats 2,Human
46815,AGGF1,angiogenic factor with G-patch and FHA domains 1,Human
46816,AGGF1P1,angiogenic factor with G-patch and FHA domains 1 pseudogene 1,Human
46817,AGGF1P2,angiogenic factor with G-patch and FHA domains 1 pseudogene 2,Human
46818,AGGF1P3,angiogenic factor with G-patch and FHA domains 1 pseudogene 3,Human
46824,AGGF1P9,angiogenic factor with G-patch and FHA domains 1 pseudogene 9,Human
46825,AGGF1P10,angiogenic factor with G-patch and FHA domains 1 pseudogene 10,Human
46826,AGK,acylglycerol kinase,Human
46827,AGKP1,acylglycerol kinase pseudogene 1,Human
46828,AGL,"amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase",Human
46829,AGMAT,agmatinase,Human
46833,AGO1,argonaute RISC component 1,Human
46834,AGO2,argonaute RISC catalytic component 2,Human
46835,AGO3,argonaute RISC catalytic component 3,Human
46836,AGO4,argonaute RISC component 4,Human
46837,AGPAT1,1-acylglycerol-3-phosphate O-acyltransferase 1,Human
46838,AGPAT2,1-acylglycerol-3-phosphate O-acyltransferase 2,Human
46839,AGPAT3,1-acylglycerol-3-phosphate O-acyltransferase 3,Human
46840,AGPAT4,1-acylglycerol-3-phosphate O-acyltransferase 4,Human
46841,AGPAT4-IT1,AGPAT4 intronic transcript 1,Human
46842,AGPAT5,1-acylglycerol-3-phosphate O-acyltransferase 5,Human
46844,AGPS,alkylglycerone phosphate synthase,Human
46846,AGR3,"anterior gradient 3, protein disulphide isomerase family member",Human
46847,AGRN,agrin,Human
46848,AGRP,agouti related neuropeptide,Human
46852,AGT,angiotensinogen,Human
46855,AGTPBP1,ATP/GTP binding protein 1,Human
46856,AGTR1,angiotensin II receptor type 1,Human
46859,AGTRAP,angiotensin II receptor associated protein,Human
46861,AGXT,alanine--glyoxylate and serine--pyruvate aminotransferase,Human
46862,AGXT2,alanine--glyoxylate aminotransferase 2,Human
46864,AHCTF1,AT-hook containing transcription factor 1,Human
46866,AHCY,adenosylhomocysteinase,Human
46867,AHCYL1,adenosylhomocysteinase like 1,Human
46868,AHCYL2,adenosylhomocysteinase like 2,Human
46870,AHCYP2,adenosylhomocysteinase pseudogene 2,Human
46875,AHCYP7,adenosylhomocysteinase pseudogene 7,Human
46877,AHDC1,AT-hook DNA binding motif containing 1,Human
46879,AHI1,Abelson helper integration site 1,Human
46880,AHNAK,AHNAK nucleoprotein,Human
46881,AHNAK2,AHNAK nucleoprotein 2,Human
46882,AHR,aryl hydrocarbon receptor,Human
46883,AHRR,aryl-hydrocarbon receptor repressor,Human
46884,AHSA1,activator of HSP90 ATPase activity 1,Human
46885,AHSA2P,"activator of HSP90 ATPase homolog 2, pseudogene",Human
46889,AICDA,activation induced cytidine deaminase,Human
46890,AIDA,"axin interactor, dorsalization associated",Human
46892,AIF1,allograft inflammatory factor 1,Human
46893,AIF1L,allograft inflammatory factor 1 like,Human
46894,AIFM1,apoptosis inducing factor mitochondria associated 1,Human
46896,AIFM2,apoptosis inducing factor mitochondria associated 2,Human
46897,AIFM3,apoptosis inducing factor mitochondria associated 3,Human
46898,AIG1,androgen induced 1,Human
46903,AIM2,absent in melanoma 2,Human
46904,AIMP1,aminoacyl tRNA synthetase complex interacting multifunctional protein 1,Human
46905,AIMP1P1,aminoacyl tRNA synthetase complex interacting multifunctional protein 1 pseudogene 1,Human
46906,AIMP1P2,aminoacyl tRNA synthetase complex interacting multifunctional protein 1 pseudogene 2,Human
46907,AIMP2,aminoacyl tRNA synthetase complex interacting multifunctional protein 2,Human
46908,AIP,aryl hydrocarbon receptor interacting protein,Human
46909,AIPL1,aryl hydrocarbon receptor interacting protein like 1,Human
46910,AIRE,autoimmune regulator,Human
46911,AIRN,antisense of IGF2R non-protein coding RNA,Human
46915,AJAP1,adherens junctions associated protein 1,Human
46916,AJM1,apical junction component 1 homolog,Human
46917,AJUBA,ajuba LIM protein,Human
46918,AK1,adenylate kinase 1,Human
46919,AK2,adenylate kinase 2,Human
46921,AK2P2,adenylate kinase 2 pseudogene 2,Human
46922,AK3,adenylate kinase 3,Human
46924,AK3P3,adenylate kinase 3 pseudogene 3,Human
46928,AK4,adenylate kinase 4,Human
46929,AK4P1,adenylate kinase 4 pseudogene 1,Human
46930,AK4P2,adenylate kinase 4 pseudogene 2,Human
46932,AK4P4,adenylate kinase 4 pseudogene 4,Human
46935,AK5,adenylate kinase 5,Human
46936,AK6,adenylate kinase 6,Human
46940,AK7,adenylate kinase 7,Human
46941,AK8,adenylate kinase 8,Human
46942,AK9,adenylate kinase 9,Human
46943,AKAIN1,A-kinase anchor inhibitor 1,Human
46944,AKAP1,A-kinase anchoring protein 1,Human
46945,AKAP2,A-kinase anchoring protein 2,Human
46946,AKAP3,A-kinase anchoring protein 3,Human
46947,AKAP4,A-kinase anchoring protein 4,Human
46948,AKAP5,A-kinase anchoring protein 5,Human
46949,AKAP6,A-kinase anchoring protein 6,Human
46950,AKAP7,A-kinase anchoring protein 7,Human
46951,AKAP8,A-kinase anchoring protein 8,Human
46952,AKAP8L,A-kinase anchoring protein 8 like,Human
46953,AKAP8P1,A-kinase anchoring protein 8 pseudogene 1,Human
46954,AKAP9,A-kinase anchoring protein 9,Human
46955,AKAP10,A-kinase anchoring protein 10,Human
46956,AKAP11,A-kinase anchoring protein 11,Human
46958,AKAP12,A-kinase anchoring protein 12,Human
46959,AKAP13,A-kinase anchoring protein 13,Human
46964,AKIP1,A-kinase interacting protein 1,Human
46965,AKIRIN1,akirin 1,Human
46968,AKIRIN2,akirin 2,Human
46971,AKNA,AT-hook transcription factor,Human
46972,AKNAD1,AKNA domain containing 1,Human
46973,AKR1A1,aldo-keto reductase family 1 member A1,Human
46974,AKR1B1,aldo-keto reductase family 1 member B,Human
46975,AKR1B1P1,aldehyde reductase family 1 member B1 pseudogene 1,Human
46976,AKR1B1P2,aldo-keto reductase family 1 member B1 pseudogene 2,Human
46981,AKR1B1P7,aldo-keto reductase family 1 member B1 pseudogene 7,Human
46983,AKR1B10,aldo-keto reductase family 1 member B10,Human
46984,AKR1B10P1,aldo-keto reductase family 1 member B10 pseudogene 1,Human
46987,AKR1B15,aldo-keto reductase family 1 member B15,Human
46988,AKR1C1,aldo-keto reductase family 1 member C1,Human
46989,AKR1C2,aldo-keto reductase family 1 member C2,Human
46990,AKR1C3,aldo-keto reductase family 1 member C3,Human
46992,AKR1C5P,"aldo-keto reductase family 1 member C5, pseudogene",Human
46993,AKR1C6P,"aldo-keto reductase family 1 member C6, pseudogene",Human
46994,AKR1C7P,"aldo-keto reductase family 1 member C7, pseudogene",Human
46995,AKR1C8P,"aldo-keto reductase family 1 member C8, pseudogene",Human
46996,AKR1D1,aldo-keto reductase family 1 member D1,Human
46997,AKR1D1P1,aldo-keto reductase family 1 member D1 pseudogene 1,Human
46998,AKR1E2,aldo-keto reductase family 1 member E2,Human
46999,AKR7A2,aldo-keto reductase family 7 member A2,Human
47001,AKR7A3,aldo-keto reductase family 7 member A3,Human
47002,AKR7L,aldo-keto reductase family 7 like (gene/pseudogene),Human
47003,AKT1,AKT serine/threonine kinase 1,Human
47004,AKT1S1,AKT1 substrate 1,Human
47005,AKT2,AKT serine/threonine kinase 2,Human
47006,AKT3,AKT serine/threonine kinase 3,Human
47008,AKTIP,AKT interacting protein,Human
47010,ALAD,aminolevulinate dehydratase,Human
47011,ALAS1,5'-aminolevulinate synthase 1,Human
47012,ALAS2,5'-aminolevulinate synthase 2,Human
47014,ALB,albumin,Human
47015,ALCAM,activated leukocyte cell adhesion molecule,Human
47017,ALDH1A1,aldehyde dehydrogenase 1 family member A1,Human
47018,ALDH1A2,aldehyde dehydrogenase 1 family member A2,Human
47019,ALDH1A3,aldehyde dehydrogenase 1 family member A3,Human
47020,ALDH1B1,aldehyde dehydrogenase 1 family member B1,Human
47021,ALDH1L1,aldehyde dehydrogenase 1 family member L1,Human
47024,ALDH1L2,aldehyde dehydrogenase 1 family member L2,Human
47025,ALDH2,aldehyde dehydrogenase 2 family member,Human
47026,ALDH3A1,aldehyde dehydrogenase 3 family member A1,Human
47027,ALDH3A2,aldehyde dehydrogenase 3 family member A2,Human
47028,ALDH3B1,aldehyde dehydrogenase 3 family member B1,Human
47030,ALDH4A1,aldehyde dehydrogenase 4 family member A1,Human
47031,ALDH5A1,aldehyde dehydrogenase 5 family member A1,Human
47032,ALDH6A1,aldehyde dehydrogenase 6 family member A1,Human
47033,ALDH7A1,aldehyde dehydrogenase 7 family member A1,Human
47034,ALDH7A1P1,aldehyde dehydrogenase 7 family member A1 pseudogene 1,Human
47036,ALDH7A1P3,aldehyde dehydrogenase 7 family member A1 pseudogene 3,Human
47037,ALDH7A1P4,aldehyde dehydrogenase 7 family member A1 pseudogene 4,Human
47038,ALDH8A1,aldehyde dehydrogenase 8 family member A1,Human
47039,ALDH9A1,aldehyde dehydrogenase 9 family member A1,Human
47040,ALDH16A1,aldehyde dehydrogenase 16 family member A1,Human
47041,ALDH18A1,aldehyde dehydrogenase 18 family member A1,Human
47043,ALDOA,"aldolase, fructose-bisphosphate A",Human
47045,ALDOAP2,ALDOA pseudogene 2,Human
47046,ALDOB,"aldolase, fructose-bisphosphate B",Human
47047,ALDOC,"aldolase, fructose-bisphosphate C",Human
47052,ALG1,ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase,Human
47053,ALG1L,ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase like,Human
47054,ALG1L2,ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase like 2,Human
47055,ALG1L3P,"ALG1 like 3, pseudogene",Human
47057,ALG1L6P,"ALG1 like 6, pseudogene",Human
47060,ALG1L9P,"ALG1 like 9, pseudogene",Human
47061,ALG1L10P,"ALG1 like 10, pseudogene",Human
47064,ALG1L13P,"ALG1 like 13, pseudogene",Human
47066,ALG1L15P,"ALG1 like 15, pseudogene",Human
47067,ALG2,"ALG2 alpha-1,3/1,6-mannosyltransferase",Human
47068,ALG3,"ALG3 alpha-1,3- mannosyltransferase",Human
47069,ALG3P1,ALG3 pseudogene 1,Human
47070,ALG5,ALG5 dolichyl-phosphate beta-glucosyltransferase,Human
47071,ALG6,"ALG6 alpha-1,3-glucosyltransferase",Human
47072,ALG8,"ALG8 alpha-1,3-glucosyltransferase",Human
47073,ALG9,"ALG9 alpha-1,2-mannosyltransferase",Human
47074,ALG9-IT1,ALG9 intronic transcript 1,Human
47075,ALG10,"ALG10 alpha-1,2-glucosyltransferase",Human
47076,ALG10B,"ALG10 alpha-1,2-glucosyltransferase B",Human
47077,ALG11,"ALG11 alpha-1,2-mannosyltransferase",Human
47078,ALG12,"ALG12 alpha-1,6-mannosyltransferase",Human
47079,ALG13,ALG13 UDP-N-acetylglucosaminyltransferase subunit,Human
47081,ALG14,ALG14 UDP-N-acetylglucosaminyltransferase subunit,Human
47082,ALK,ALK receptor tyrosine kinase,Human
47083,ALKAL1,ALK and LTK ligand 1,Human
47084,ALKAL2,ALK and LTK ligand 2,Human
47085,ALKBH1,"alkB homolog 1, histone H2A dioxygenase",Human
47086,ALKBH2,"alkB homolog 2, alpha-ketoglutarate dependent dioxygenase",Human
47087,ALKBH3,"alkB homolog 3, alpha-ketoglutaratedependent dioxygenase",Human
47088,ALKBH3-AS1,ALKBH3 antisense RNA 1,Human
47089,ALKBH4,"alkB homolog 4, lysine demethylase",Human
47090,ALKBH5,"alkB homolog 5, RNA demethylase",Human
47091,ALKBH6,alkB homolog 6,Human
47092,ALKBH7,alkB homolog 7,Human
47093,ALKBH8,"alkB homolog 8, tRNA methyltransferase",Human
47094,ALLC,allantoicase,Human
47095,ALMS1,ALMS1 centrosome and basal body associated protein,Human
47096,ALMS1-IT1,ALMS1 intronic transcript 1,Human
47097,ALMS1P1,ALMS1 pseudogene 1,Human
47098,ALOX5,arachidonate 5-lipoxygenase,Human
47099,ALOX5AP,arachidonate 5-lipoxygenase activating protein,Human
47100,ALOX12,"arachidonate 12-lipoxygenase, 12S type",Human
47101,ALOX12-AS1,ALOX12 antisense RNA 1,Human
47102,ALOX12B,"arachidonate 12-lipoxygenase, 12R type",Human
47103,ALOX12P1,arachidonate 12-lipoxygenase pseudogene 1,Human
47104,ALOX12P2,arachidonate 12-lipoxygenase pseudogene 2,Human
47105,ALOX15,arachidonate 15-lipoxygenase,Human
47106,ALOX15B,arachidonate 15-lipoxygenase type B,Human
47107,ALOX15P1,arachidonate 15-lipoxygenase pseudogene 1,Human
47109,ALOXE3,arachidonate lipoxygenase 3,Human
47113,ALPK1,alpha kinase 1,Human
47114,ALPK2,alpha kinase 2,Human
47115,ALPK3,alpha kinase 3,Human
47116,ALPL,"alkaline phosphatase, biomineralization associated",Human
47117,ALPP,"alkaline phosphatase, placental",Human
47121,ALS2,alsin Rho guanine nucleotide exchange factor ALS2,Human
47122,ALS2CL,ALS2 C-terminal like,Human
47134,ALX1,ALX homeobox 1,Human
47135,ALX3,ALX homeobox 3,Human
47136,ALX4,ALX homeobox 4,Human
47137,ALYREF,Aly/REF export factor,Human
47138,AMACR,alpha-methylacyl-CoA racemase,Human
47139,AMBN,ameloblastin,Human
47140,AMBP,alpha-1-microglobulin/bikunin precursor,Human
47141,AMBRA1,autophagy and beclin 1 regulator 1,Human
47145,AMD1,adenosylmethionine decarboxylase 1,Human
47146,AMD1P1,adenosylmethionine decarboxylase 1 pseudogene 1,Human
47148,AMD1P3,adenosylmethionine decarboxylase 1 pseudogene 3,Human
47149,AMD1P4,adenosylmethionine decarboxylase 1 pseudogene 4,Human
47151,AMDHD1,amidohydrolase domain containing 1,Human
47152,AMDHD2,amidohydrolase domain containing 2,Human
47156,AMER1,APC membrane recruitment protein 1,Human
47157,AMER2,APC membrane recruitment protein 2,Human
47159,AMFR,autocrine motility factor receptor,Human
47160,AMH,anti-Mullerian hormone,Human
47161,AMHR2,anti-Mullerian hormone receptor type 2,Human
47162,AMIGO1,adhesion molecule with Ig like domain 1,Human
47163,AMIGO2,adhesion molecule with Ig like domain 2,Human
47164,AMIGO3,adhesion molecule with Ig like domain 3,Human
47166,AMMECR1,"Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1",Human
47167,AMMECR1-IT1,AMMECR1 intronic transcript 1,Human
47168,AMMECR1L,AMMECR1 like,Human
47170,AMN,amnion associated transmembrane protein,Human
47171,AMN1,antagonist of mitotic exit network 1 homolog,Human
47172,AMOT,angiomotin,Human
47173,AMOTL1,angiomotin like 1,Human
47174,AMOTL2,angiomotin like 2,Human
47175,AMPD1,adenosine monophosphate deaminase 1,Human
47176,AMPD2,adenosine monophosphate deaminase 2,Human
47177,AMPD3,adenosine monophosphate deaminase 3,Human
47178,AMPH,amphiphysin,Human
47180,AMT,aminomethyltransferase,Human
47185,AMY2A,amylase alpha 2A (pancreatic),Human
47186,AMY2B,amylase alpha 2B (pancreatic),Human
47188,AMZ1,archaelysin family metallopeptidase 1,Human
47189,AMZ2,archaelysin family metallopeptidase 2,Human
47190,AMZ2P1,archaelysin family metallopeptidase 2 pseudogene 1,Human
47191,AMZ2P2,archaelysin family metallopeptidase 2 pseudogene 2,Human
47194,ANAPC1,anaphase promoting complex subunit 1,Human
47195,ANAPC1P1,anaphase promoting complex subunit 1 pseudogene 1,Human
47196,ANAPC2,anaphase promoting complex subunit 2,Human
47197,ANAPC4,anaphase promoting complex subunit 4,Human
47198,ANAPC5,anaphase promoting complex subunit 5,Human
47199,ANAPC7,anaphase promoting complex subunit 7,Human
47200,ANAPC10,anaphase promoting complex subunit 10,Human
47201,ANAPC10P1,anaphase promoting complex subunit 10 pseudogene 1,Human
47202,ANAPC11,anaphase promoting complex subunit 11,Human
47203,ANAPC13,anaphase promoting complex subunit 13,Human
47204,ANAPC15,anaphase promoting complex subunit 15,Human
47205,ANAPC16,anaphase promoting complex subunit 16,Human
47208,ANG,angiogenin,Human
47209,ANGEL1,angel homolog 1,Human
47210,ANGEL2,angel homolog 2,Human
47211,ANGPT1,angiopoietin 1,Human
47212,ANGPT2,angiopoietin 2,Human
47214,ANGPT4,angiopoietin 4,Human
47216,ANGPTL1,angiopoietin like 1,Human
47217,ANGPTL2,angiopoietin like 2,Human
47218,ANGPTL3,angiopoietin like 3,Human
47219,ANGPTL4,angiopoietin like 4,Human
47221,ANGPTL6,angiopoietin like 6,Human
47229,ANK1,ankyrin 1,Human
47230,ANK2,ankyrin 2,Human
47231,ANK3,ankyrin 3,Human
47232,ANK3-DT,ANK3 divergent transcript,Human
47233,ANKAR,ankyrin and armadillo repeat containing,Human
47234,ANKDD1A,ankyrin repeat and death domain containing 1A,Human
47235,ANKDD1B,ankyrin repeat and death domain containing 1B,Human
47236,ANKEF1,ankyrin repeat and EF-hand domain containing 1,Human
47237,ANKFN1,ankyrin repeat and fibronectin type III domain containing 1,Human
47238,ANKFY1,ankyrin repeat and FYVE domain containing 1,Human
47239,ANKH,ANKH inorganic pyrophosphate transport regulator,Human
47240,ANKHD1,ankyrin repeat and KH domain containing 1,Human
47241,ANKHD1-EIF4EBP3,ANKHD1-EIF4EBP3 readthrough,Human
47242,ANKIB1,ankyrin repeat and IBR domain containing 1,Human
47243,ANKK1,ankyrin repeat and kinase domain containing 1,Human
47245,ANKLE1,ankyrin repeat and LEM domain containing 1,Human
47246,ANKLE2,ankyrin repeat and LEM domain containing 2,Human
47247,ANKMY1,ankyrin repeat and MYND domain containing 1,Human
47248,ANKMY2,ankyrin repeat and MYND domain containing 2,Human
47249,ANKRA2,ankyrin repeat family A member 2,Human
47250,ANKRD1,ankyrin repeat domain 1,Human
47251,ANKRD2,ankyrin repeat domain 2,Human
47252,ANKRD6,ankyrin repeat domain 6,Human
47253,ANKRD7,ankyrin repeat domain 7,Human
47254,ANKRD9,ankyrin repeat domain 9,Human
47255,ANKRD10,ankyrin repeat domain 10,Human
47256,ANKRD10-IT1,ANKRD10 intronic transcript 1,Human
47258,ANKRD12,ankyrin repeat domain 12,Human
47259,ANKRD13A,ankyrin repeat domain 13A,Human
47260,ANKRD13B,ankyrin repeat domain 13B,Human
47261,ANKRD13C,ankyrin repeat domain 13C,Human
47262,ANKRD13D,ankyrin repeat domain 13D,Human
47264,ANKRD16,ankyrin repeat domain 16,Human
47265,ANKRD17,ankyrin repeat domain 17,Human
47266,ANKRD18A,ankyrin repeat domain 18A,Human
47267,ANKRD18B,ankyrin repeat domain 18B,Human
47268,ANKRD18CP,"ankyrin repeat domain 18C, pseudogene",Human
47269,ANKRD18DP,"ankyrin repeat domain 18D, pseudogene",Human
47271,ANKRD19P,"ankyrin repeat domain 19, pseudogene",Human
47272,ANKRD20A1,ankyrin repeat domain 20 family member A1,Human
47273,ANKRD20A2,ankyrin repeat domain 20 family member A2,Human
47274,ANKRD20A3,ankyrin repeat domain 20 family member A3,Human
47275,ANKRD20A4,ankyrin repeat domain 20 family member A4,Human
47276,ANKRD20A5P,"ankyrin repeat domain 20 family member A5, pseudogene",Human
47278,ANKRD20A7P,"ankyrin repeat domain 20 family member A7, pseudogene",Human
47279,ANKRD20A8P,"ankyrin repeat domain 20 family member A8, pseudogene",Human
47280,ANKRD20A9P,"ankyrin repeat domain 20 family member A9, pseudogene",Human
47281,ANKRD20A10P,"ankyrin repeat domain 20 family member A10, pseudogene",Human
47282,ANKRD20A11P,"ankyrin repeat domain 20 family member A11, pseudogene",Human
47288,ANKRD20A17P,"ankyrin repeat domain 20 family member A17, pseudogene",Human
